id_unidade_orc;ano_exercicio;cd_unidade_orc;id_grupo_administracao;grupo_administracao;id_administracao;administracao;nome
2937;2008;1451;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE DEFESA SOCIAL
2938;2008;1491;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE GOVERNO
2939;2008;1501;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO
2940;2005;4381;4;FUNDOS;4;FUNDOS;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES
2941;2005;1101;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;OUVIDORIA-GERAL DO ESTADO DE MINAS GERAIS
2942;2005;1081;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;ADVOCACIA-GERAL DO ESTADO
2943;2005;1121;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DA CASA CIVIL
2944;2005;2141;2;AUTARQUIAS E FUNDAÇÕES;2;AUTARQUIAS;DEPARTAMENTO DE OBRAS PUBLICAS DO ESTADO DE MINAS GERAIS
2945;2004;1915;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;TRANSFERENCIAS DO ESTADO A EMPRESAS
2946;2004;1911;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;EGE SEC.FAZENDA-ENCARGOS DIVERSOS
2947;2004;1411;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE TURISMO
2948;2004;1421;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE COMUNICACAO SOCIAL
2949;2004;1431;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE GOVERNO E DE ASSUNTOS MUNICIPAIS
2950;2004;9999;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;EMG - ADMINISTRACAO DIRETA
2951;2012;1481;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL
2952;2012;1941;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;EGE-SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO
2953;2011;1101;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;OUVIDORIA-GERAL DO ESTADO DE MINAS GERAIS
2954;2011;1231;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO
2955;2011;1271;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE CULTURA
2956;2004;1191;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE FAZENDA
2957;2004;1913;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;TRANSFERENCIAS DO ESTADO A EMPRESAS SUBVENCIONADAS
2958;2005;1011;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS
2959;2005;2011;2;AUTARQUIAS E FUNDAÇÕES;2;AUTARQUIAS;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS
2960;2003;1191;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE FAZENDA
2961;2003;1241;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DA SEGURANCA PUBLICA
2962;2010;1031;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS
2963;2010;1301;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE TRANSPORTES E OBRAS PUBLICAS
2964;2010;2361;2;AUTARQUIAS E FUNDAÇÕES;2;AUTARQUIAS;INSTITUTO DE PREVIDENCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS
2965;2010;1991;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;RESERVA DE CONTINGENCIA
2966;2010;2181;2;AUTARQUIAS E FUNDAÇÕES;3;FUNDACOES;FUNDACAO CLOVIS SALGADO
2967;2010;1261;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE EDUCACAO
2968;2010;2271;2;AUTARQUIAS E FUNDAÇÕES;3;FUNDACOES;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS
2969;2007;1461;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO
2970;2006;2321;2;AUTARQUIAS E FUNDAÇÕES;3;FUNDACOES;FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS
2971;2006;2331;2;AUTARQUIAS E FUNDAÇÕES;2;AUTARQUIAS;INSTITUTO DE PESOS E MEDIDAS DO ESTADO DE MINAS GERAIS
2972;2006;4331;4;FUNDOS;4;FUNDOS;FUNDO DE DESENVOLVIMENTO METROPOLITANO
2973;2006;2381;2;AUTARQUIAS E FUNDAÇÕES;2;AUTARQUIAS;DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DE MINAS GERAIS
2974;2006;2401;2;AUTARQUIAS E FUNDAÇÕES;2;AUTARQUIAS;INSTITUTO DE GEOCIENCIAS APLICADAS
2975;2006;1401;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
2976;2006;4411;4;FUNDOS;4;FUNDOS;FUNDO ROTATIVO DE FOMENTO A AGRICULTURA FAMILIAR E DE VIABILIZACAO DE ASSENTAMENTOS AGRARIOS
2977;2006;9999;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;EMG - ADMINISTRACAO DIRETA
2978;2006;1451;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE DEFESA SOCIAL
2979;2010;1491;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE GOVERNO
2980;2010;4481;4;FUNDOS;4;FUNDOS;FUNDO DE PARCERIAS PUBLICO-PRIVADAS DO ESTADO DE MINAS GERAIS
2981;2008;2041;2;AUTARQUIAS E FUNDAÇÕES;2;AUTARQUIAS;LOTERIA DO ESTADO DE MINAS GERAIS
2982;2008;2081;2;AUTARQUIAS E FUNDAÇÕES;3;FUNDACOES;FUNDACAO CENTRO TECNOLOGICO DE MINAS GERAIS
2983;2013;1091;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;PROCURADORIA GERAL DE JUSTICA
2984;2013;4101;4;FUNDOS;4;FUNDOS;FUNDO ESTADUAL DE HABITACAO
2985;2013;1551;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;DEPARTAMENTO DE TRANSITO DE MINAS GERAIS
2986;2013;1531;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE ESPORTES E DA JUVENTUDE
2987;2007;4171;4;FUNDOS;4;FUNDOS;FUNDO ESTADUAL DE DESENVOLVIMENTO RURAL
2988;2007;1251;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS
2989;2007;4261;4;FUNDOS;4;FUNDOS;FUNDO DE DESENVOLVIMENTO DE INDUSTRIAS ESTRATEGICAS
2990;2007;2271;2;AUTARQUIAS E FUNDAÇÕES;3;FUNDACOES;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS
2991;2007;2301;2;AUTARQUIAS E FUNDAÇÕES;2;AUTARQUIAS;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS
2992;2007;4321;4;FUNDOS;4;FUNDOS;FUNDO ESTADUAL DE PREVENCAO, FISCALIZACAO E REPRESSAO DE ENTORPECENTES
2993;2007;2391;2;AUTARQUIAS E FUNDAÇÕES;2;AUTARQUIAS;IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS
2994;2007;1911;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;EGE SEC.FAZENDA-ENCARGOS DIVERSOS
2995;2007;4401;4;FUNDOS;4;FUNDOS;FUNDO ESTADUAL DE PROMOCAO DOS DIREITOS HUMANOS
2996;2013;2071;2;AUTARQUIAS E FUNDAÇÕES;3;FUNDACOES;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS
2997;2013;2281;2;AUTARQUIAS E FUNDAÇÕES;3;FUNDACOES;FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS
2998;2014;4491;4;FUNDOS;4;FUNDOS;FUNDO ESTADUAL DE CULTURA
2999;2014;4141;4;FUNDOS;4;FUNDOS;FUNDO PENITENCIARIO ESTADUAL
3000;2014;1481;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE TRABALHO E DESENVOLVIMENTO SOCIAL
3001;2014;1911;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;EGE SEC.FAZENDA-ENCARGOS DIVERSOS
3002;2014;2061;2;AUTARQUIAS E FUNDAÇÕES;3;FUNDACOES;FUNDACAO JOAO PINHEIRO
3003;2014;2081;2;AUTARQUIAS E FUNDAÇÕES;3;FUNDACOES;FUNDACAO CENTRO TECNOLOGICO DE MINAS GERAIS
3004;2014;2181;2;AUTARQUIAS E FUNDAÇÕES;3;FUNDACOES;FUNDACAO CLOVIS SALGADO
3005;2014;2251;2;AUTARQUIAS E FUNDAÇÕES;2;AUTARQUIAS;JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS
3006;2014;2301;2;AUTARQUIAS E FUNDAÇÕES;2;AUTARQUIAS;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS
3007;2014;2431;2;AUTARQUIAS E FUNDAÇÕES;2;AUTARQUIAS;AGENCIA DE DESENVOLVIMENTO DA REGIAO METROPOLITANA DE BELO HORIZONTE
3008;2014;3041;5;EMPRESAS DEPENDENTES;5;EMPRESA EST. DEPENDENTES;EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO ESTADO DE MINAS GERAIS
3009;2014;4511;4;FUNDOS;4;FUNDOS;FUNDO DE INCENTIVO AO DESENVOLVIMENTO
3010;2015;1021;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS
3011;2015;1101;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;OUVIDORIA-GERAL DO ESTADO DE MINAS GERAIS
3012;2015;1111;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS EM BRASILIA
3013;2015;1141;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS NO RIO DE JANEIRO
3014;2015;1231;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO
3015;2015;1411;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE TURISMO
3016;2015;1571;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE CASA CIVIL E DE RELACOES INSTITUCIONAIS
3017;2015;2011;2;AUTARQUIAS E FUNDAÇÕES;2;AUTARQUIAS;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS
3018;2015;2061;2;AUTARQUIAS E FUNDAÇÕES;3;FUNDACOES;FUNDACAO JOAO PINHEIRO
3019;2015;2111;2;AUTARQUIAS E FUNDAÇÕES;3;FUNDACOES;FUNDACAO RURAL MINEIRA
3020;2015;2161;2;AUTARQUIAS E FUNDAÇÕES;3;FUNDACOES;FUNDACAO EDUCACIONAL CAIO MARTINS
3021;2015;2371;2;AUTARQUIAS E FUNDAÇÕES;2;AUTARQUIAS;INSTITUTO MINEIRO DE AGROPECUARIA
3022;2015;4511;4;FUNDOS;4;FUNDOS;FUNDO DE INCENTIVO AO DESENVOLVIMENTO
3023;2006;4441;4;FUNDOS;4;FUNDOS;FUNDO ESPECIAL DO MINISTERIO PUBLICO DO ESTADO DE MINAS GERAIS
3024;2005;4291;4;FUNDOS;4;FUNDOS;FUNDO ESTADUAL DE SAUDE
3025;2005;1931;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;EGE SEC.REC.HUMANOS E ADMINISTRACAO-OUTROS ENCARGOS
3026;2005;4471;4;FUNDOS;4;FUNDOS;FUNDO MAQUINAS PARA O DESENVOLVIMENTO-FUNDOMAQ
3027;2006;2011;2;AUTARQUIAS E FUNDAÇÕES;2;AUTARQUIAS;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS
3028;2006;1091;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;PROCURADORIA GERAL DE JUSTICA
3029;2013;2451;2;AUTARQUIAS E FUNDAÇÕES;3;FUNDACOES;FUNDACAO CENTRO INTERNACIONAL DE EDUCACAO, CAPACITACAO E PESQUISA APLICADA EM AGUAS
3030;2013;4571;4;FUNDOS;4;FUNDOS;FUNDO ESTADUAL PARA A CIDADANIA FISCAL MINEIRA
3031;2014;4031;4;FUNDOS;4;FUNDOS;FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS
3032;2014;1111;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS EM BRASILIA
3033;2008;1161;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;ESCRITORIO  DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS EM SAO PAULO
3034;2008;4251;4;FUNDOS;4;FUNDOS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL
3035;2008;1261;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE EDUCACAO
3036;2008;1301;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE TRANSPORTES E OBRAS PUBLICAS
3037;2008;2311;2;AUTARQUIAS E FUNDAÇÕES;2;AUTARQUIAS;UNIVERSIDADE ESTADUAL DE MONTES CLAROS
3038;2008;4331;4;FUNDOS;4;FUNDOS;FUNDO DE DESENVOLVIMENTO METROPOLITANO
3039;2009;1371;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL
3040;2009;4411;4;FUNDOS;4;FUNDOS;FUNDO ROTATIVO DE FOMENTO A AGRICULTURA FAMILIAR E DE VIABILIZACAO DE
3041;2009;1441;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS
3042;2002;1091;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;PROCURADORIA GERAL DE JUSTICA
3043;2002;1251;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS
3044;2002;1271;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE CULTURA
3045;2002;1431;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE GOVERNO E DE ASSUNTOS MUNICIPAIS
3046;2011;1931;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;EGE SEC.REC.HUMANOS E ADMINISTRACAO-OUTROS ENCARGOS
3047;2011;2121;2;AUTARQUIAS E FUNDAÇÕES;2;AUTARQUIAS;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS
3048;2011;2161;2;AUTARQUIAS E FUNDAÇÕES;3;FUNDACOES;FUNDACAO EDUCACIONAL CAIO MARTINS
3049;2011;2251;2;AUTARQUIAS E FUNDAÇÕES;2;AUTARQUIAS;JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS
3050;2012;2061;2;AUTARQUIAS E FUNDAÇÕES;3;FUNDACOES;FUNDACAO JOAO PINHEIRO
3051;2012;4441;4;FUNDOS;4;FUNDOS;FUNDO ESPECIAL DO MINISTERIO PUBLICO DO ESTADO DE MINAS GERAIS
3052;2012;4461;4;FUNDOS;4;FUNDOS;FUNDO FINANCEIRO DE PREVIDENCIA
3053;2012;1101;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;OUVIDORIA-GERAL DO ESTADO DE MINAS GERAIS
3054;2012;4481;4;FUNDOS;4;FUNDOS;FUNDO DE PARCERIAS PUBLICO-PRIVADAS DO ESTADO DE MINAS GERAIS
3055;2012;1931;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;EGE SEC.REC.HUMANOS E ADMINISTRACAO-OUTROS ENCARGOS
3056;2009;4531;4;FUNDOS;4;FUNDOS;FUNDO DE INCENTIVO A INOVACAO TECNOLOGICA
3057;2009;4521;4;FUNDOS;4;FUNDOS;FUNDO DE UNIVERSALIZACAO DO ACESSO A SERVICOS DE TELECOMUNICACAO EM MINAS GERAIS
3058;2005;2041;2;AUTARQUIAS E FUNDAÇÕES;2;AUTARQUIAS;LOTERIA DO ESTADO DE MINAS GERAIS
3059;2005;4061;4;FUNDOS;4;FUNDOS;FUNDO PRO-FLORESTA
3060;2005;3111;5;EMPRESAS DEPENDENTES;5;EMPRESA EST. DEPENDENTES;EMPRESA MINEIRA DE TURISMO
3061;2012;2431;2;AUTARQUIAS E FUNDAÇÕES;2;AUTARQUIAS;AGENCIA DE DESENVOLVIMENTO DA REGIAO METROPOLITANA DE BELO HORIZONTE
3062;2012;1591;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE DESENVOLVIMENTO DOS VALES DO JEQUITINHONHA E MUCURI E DO NORTE DE MINAS
3063;2012;1601;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;ESCRITORIO DE PRIORIDADES ESTRATEGICAS
3064;2011;2441;2;AUTARQUIAS E FUNDAÇÕES;2;AUTARQUIAS;AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO SANITARIO DO ESTADO DE MG
3065;2011;4061;4;FUNDOS;4;FUNDOS;FUNDO PRO-FLORESTA
3066;2011;4121;4;FUNDOS;4;FUNDOS;FUNDO DE APOIO HABITACIONAL DA ASSEMBLEIA LEGISLATIVA DE MINAS GERAIS
3067;2011;4151;4;FUNDOS;4;FUNDOS;FUNDO DE ASSISTENCIA AO TURISMO
3068;2011;4291;4;FUNDOS;4;FUNDOS;FUNDO ESTADUAL DE SAUDE
3069;2011;4321;4;FUNDOS;4;FUNDOS;FUNDO ESTADUAL DE PREVENCAO, FISCALIZACAO E REPRESSAO DE ENTORPECENTES
3070;2003;1281;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE ESPORTES
3071;2012;2141;2;AUTARQUIAS E FUNDAÇÕES;2;AUTARQUIAS;DEPARTAMENTO DE OBRAS PUBLICAS DO ESTADO DE MINAS GERAIS
3072;2012;2151;2;AUTARQUIAS E FUNDAÇÕES;3;FUNDACOES;FUNDACAO HELENA ANTIPOFF
3073;2012;4151;4;FUNDOS;4;FUNDOS;FUNDO DE ASSISTENCIA AO TURISMO
3074;2012;1161;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;ESCRITORIO  DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS EM SAO PAULO
3075;2012;2171;2;AUTARQUIAS E FUNDAÇÕES;3;FUNDACOES;FUNDACAO DE ARTE DE OURO PRETO
3076;2012;4181;4;FUNDOS;4;FUNDOS;FUNDO ESTADUAL DE  DESENVOLVIMENTO DE COMUNIDADES
3077;2004;4151;4;FUNDOS;4;FUNDOS;FUNDO DE ASSISTENCIA AO TURISMO
3078;2004;2161;2;AUTARQUIAS E FUNDAÇÕES;3;FUNDACOES;FUNDACAO EDUCACIONAL CAIO MARTINS
3079;2003;1371;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL
3080;2003;2391;2;AUTARQUIAS E FUNDAÇÕES;2;AUTARQUIAS;IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS
3081;2003;1411;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE TURISMO
3082;2003;4431;4;FUNDOS;4;FUNDOS;FUNDO DE PREVIDENCIA DO ESTADO DE MINAS GERAIS
3083;2003;1521;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;AUDITORIA-GERAL DO ESTADO DE MINAS GERAIS
3084;2005;1211;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE JUSTICA E DE DIREITOS HUMANOS
3085;2005;1261;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE EDUCACAO
3086;2009;1031;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS
3087;2009;2151;2;AUTARQUIAS E FUNDAÇÕES;3;FUNDACOES;FUNDACAO HELENA ANTIPOFF
3088;2011;4461;4;FUNDOS;4;FUNDOS;FUNDO FINANCEIRO DE PREVIDENCIA
3089;2011;4511;4;FUNDOS;4;FUNDOS;FUNDO DE INCENTIVO AO DESENVOLVIMENTO
3090;2011;4521;4;FUNDOS;4;FUNDOS;FUNDO DE UNIVERSALIZACAO DO ACESSO A SERVICOS DE TELECOMUNICACAO EM MINAS GERAIS
3091;2008;2121;2;AUTARQUIAS E FUNDAÇÕES;2;AUTARQUIAS;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS
3092;2012;1271;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE CULTURA
3093;2012;2311;2;AUTARQUIAS E FUNDAÇÕES;2;AUTARQUIAS;UNIVERSIDADE ESTADUAL DE MONTES CLAROS
3094;2011;1571;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE CASA CIVIL E DE RELACOES INSTITUCIONAIS
3095;2004;2171;2;AUTARQUIAS E FUNDAÇÕES;3;FUNDACOES;FUNDACAO DE ARTE DE OURO PRETO
3096;2011;1591;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE DESENVOLVIMENTO DOS VALES DO JEQUITINHONHA E M
3097;2004;1041;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;TRIBUNAL DE ALCADA DO ESTADO DE MINAS GERAIS
3098;2004;5041;5;EMPRESAS DEPENDENTES;5;EMPRESA EST. DEPENDENTES;EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO ESTADO DE MINAS GERAIS
3099;2004;2081;2;AUTARQUIAS E FUNDAÇÕES;3;FUNDACOES;FUNDACAO CENTRO TECNOLOGICO DE MINAS GERAIS
3100;2004;4091;4;FUNDOS;4;FUNDOS;FUNDO PARA A INFANCIA E A ADOLESCENCIA
3101;2003;1011;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS
3102;2003;5041;5;EMPRESAS DEPENDENTES;5;EMPRESA EST. DEPENDENTES;EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO ESTADO DE MINAS GERAIS
3103;2003;3051;5;EMPRESAS DEPENDENTES;5;EMPRESA EST. DEPENDENTES;EMPRESA DE PESQUISA AGROPECUARIA DE MINAS GERAIS
3104;2006;1941;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;EGE-SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO
3105;2007;2061;2;AUTARQUIAS E FUNDAÇÕES;3;FUNDACOES;FUNDACAO JOAO PINHEIRO
3106;2007;1071;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS
3107;2007;1081;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;ADVOCACIA-GERAL DO ESTADO
3108;2002;2151;2;AUTARQUIAS E FUNDAÇÕES;3;FUNDACOES;FUNDACAO HELENA ANTIPOFF
3109;2002;2251;2;AUTARQUIAS E FUNDAÇÕES;2;AUTARQUIAS;JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS
3110;2002;3051;5;EMPRESAS DEPENDENTES;5;EMPRESAS SUBVENCIONADAS;EMPRESA DE PESQUISA AGROPECUARIA DE MINAS GERAIS
3111;2002;4111;4;FUNDOS;4;FUNDOS;FUNDO DE FOMENTO E DESENVOLVIMENTO SOCIOECONOMICO DO ESTADO DE MINAS GERAIS
3112;2002;5261;5;EMPRESAS DEPENDENTES;5;EMPRESAS SUBVENCIONADAS;TREM METROPOLITANO DE BELO HORIZONTE S.A.
3113;2003;2061;2;AUTARQUIAS E FUNDAÇÕES;3;FUNDACOES;FUNDACAO JOAO PINHEIRO
3114;2009;1191;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE FAZENDA
3115;2009;1301;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE TRANSPORTES E OBRAS PUBLICAS
3116;2005;1301;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE TRANSPORTES E OBRAS PUBLICAS
3117;2005;2331;2;AUTARQUIAS E FUNDAÇÕES;2;AUTARQUIAS;INSTITUTO DE PESOS E MEDIDAS DO ESTADO DE MINAS GERAIS
3118;2005;1381;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DO TRABALHO, DE ASSISTENCIA SOCIAL, DA CRIANCA E
3119;2005;1921;1;ADMINISTRACAO DIRETA;1;ADMINISTRACAO DIRETA;EGE SEPLAN - PROGRAMAS DIVERSOS
3120;2003;2081;2;AUTARQUIAS E FUNDAÇÕES;3;FUNDACOES;FUNDACAO CENTRO TECNOLOGICO DE MINAS GERAIS
3121;2003;4091;4;FUNDOS;4;FUNDOS;FUNDO PARA A INFANCIA E A ADOLESCENCIA
3122;2003;2151;2;AUTARQUIAS E FUNDAÇÕES;3;FUNDACOES;FUNDACAO HELENA ANTIPOFF
