id_unidade_orc,sqa_unidade_orcam,ano_exercicio,cd_unidade_orc,id_grupo_administracao,grupo_administracao,id_administracao,administracao,nome
2684,342.0,2004,4171,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE DESENVOLVIMENTO RURAL
2685,1558.0,2012,4581,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DO CAFE
2686,304.0,2004,4051,4,FUNDOS,4,FUNDOS,FUNDO DE INCENTIVO A INDUSTRIALIZACAO
2687,1254.0,2010,4531,4,FUNDOS,4,FUNDOS,FUNDO DE INCENTIVO A INOVACAO TECNOLOGICA
2688,151.0,2003,1051,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,TRIBUNAL DE JUSTICA MILITAR DO ESTADO DE MINAS GERAIS
2689,71.0,2002,2101,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,INSTITUTO ESTADUAL DE FLORESTAS
2690,684.0,2006,9801,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,FOLHA DE PESSOAL CENTRALIZADA
2691,693.0,2006,1461,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO
2692,710.0,2007,1011,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS
2693,715.0,2007,1031,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS
2694,722.0,2007,4051,4,FUNDOS,4,FUNDOS,FUNDO DE INCENTIVO A INDUSTRIALIZACAO
2695,732.0,2007,1091,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,PROCURADORIA GERAL DE JUSTICA
2696,91.0,2002,2331,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,INSTITUTO DE PESOS E MEDIDAS DO ESTADO DE MINAS GERAIS
2697,95.0,2002,2381,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DE MINAS GERAIS
2698,122.0,2002,4041,4,FUNDOS,4,FUNDOS,FUNDO DE DESENVOLVIMENTO REGIONAL DO JAIBA
2699,1047.0,2009,4271,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE APOIO A INDUSTRIA CINEMATOGRAFICA
2700,1048.0,2009,2281,2,AUTARQUIAS E FUNDAC?ES,3,FUNDACOES,FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS
2701,1052.0,2009,2311,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,UNIVERSIDADE ESTADUAL DE MONTES CLAROS
2702,516.0,2005,1281,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE ESPORTES
2703,526.0,2005,4321,4,FUNDOS,4,FUNDOS,"FUNDO ESTADUAL DE PREVENCAO, FISCALIZACAO E REPRESSAO DE ENTORPECENTES"
2704,536.0,2005,2381,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DE MINAS GERAIS
2705,547.0,2005,1991,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,RESERVA DE CONTINGENCIA
2706,161.0,2003,1081,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,ADVOCACIA-GERAL DO ESTADO
2707,169.0,2003,4101,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE HABITACAO
2708,171.0,2003,2111,2,AUTARQUIAS E FUNDAC?ES,3,FUNDACOES,FUNDACAO RURAL MINEIRA - RURALMINAS
2709,176.0,2003,2121,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS
2710,181.0,2003,2141,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,DEPARTAMENTO DE OBRAS PUBLICAS DO ESTADO DE MINAS GERAIS
2711,187.0,2003,5151,5,EMPRESAS DEPENDENTES,5,EMPRESA EST. DEPENDENTES,RADIO INCONFIDENCIA LTDA.
2712,936.0,2008,1991,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,RESERVA DE CONTINGENCIA
2713,550.0,2005,4401,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE PROMOCAO DOS DIREITOS HUMANOS
2714,560.0,2005,9999,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,EMG - ADMINISTRACAO DIRETA
2715,568.0,2005,1461,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO
2716,410.0,2004,4341,4,FUNDOS,4,FUNDOS,"FUNDO DE RECUPERACAO, PROTECAO E DESENVOLVIMENTO SUSTENTAVEL DAS BACIAS HIDROGRAFICAS DO ESTADO MG"
2717,1504.0,2012,1401,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
2718,1520.0,2012,1511,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,POLICIA CIVIL DO ESTADO DE MINAS GERAIS
2719,1294.0,2011,1541,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,ESCOLA DE SAUDE PUBLICA DO ESTADO DE MINAS GERAIS
2720,1117.0,2009,2431,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,AGENCIA DE DESENVOLVIMENTO DA REGIAO METROPOLITANA DE BELO HORIZONTE
2721,344.0,2004,4181,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE  DESENVOLVIMENTO DE COMUNIDADES
2722,431.0,2004,4461,4,FUNDOS,4,FUNDOS,FUNDO FINANCEIRO DE PREVIDENCIA
2723,190.0,2003,1171,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE RECURSOS HUMANOS E ADMINISTRACAO
2724,199.0,2003,2201,2,AUTARQUIAS E FUNDAC?ES,3,FUNDACOES,INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS - IEPHA
2725,208.0,2003,2241,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,INSTITUTO MINEIRO DE GESTAO DAS AGUAS
2726,214.0,2003,1261,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE EDUCACAO
2727,216.0,2003,3261,5,EMPRESAS DEPENDENTES,5,EMPRESA EST. DEPENDENTES,TREM METROPOLITANO DE BELO HORIZONTE SA
2728,959.0,2008,1521,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,AUDITORIA-GERAL DO ESTADO DE MINAS GERAIS
2729,962.0,2008,1101,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,OUVIDORIA-GERAL DO ESTADO DE MINAS GERAIS
2730,1201.0,2010,1371,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL
2731,1210.0,2010,1911,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,EGE SEC.FAZENDA-ENCARGOS DIVERSOS
2732,1213.0,2010,1401,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
2733,1219.0,2010,2411,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,INSTITUTO DE TERRAS DO ESTADO DE MINAS GERAIS
2734,1129.0,2010,3051,5,EMPRESAS DEPENDENTES,5,EMPRESA EST. DEPENDENTES,EMPRESA DE PESQUISA AGROPECUARIA DE MINAS GERAIS
2735,1133.0,2010,1071,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS
2736,1141.0,2010,4091,4,FUNDOS,4,FUNDOS,FUNDO PARA A INFANCIA E A ADOLESCENCIA
2737,1147.0,2010,4111,4,FUNDOS,4,FUNDOS,FUNDO DE FOMENTO E DESENVOLVIMENTO SOCIOECONOMICO DO ESTADO DE MINAS GERAIS
2738,1152.0,2010,1141,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS NO RIO DE JANEIRO
2739,1153.0,2010,2141,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,DEPARTAMENTO DE OBRAS PUBLICAS DO ESTADO DE MINAS GERAIS
2740,1160.0,2010,1161,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,ESCRITORIO  DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS EM SAO PAULO
2741,1163.0,2010,4171,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE DESENVOLVIMENTO RURAL
2742,1174.0,2010,1231,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,"SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO"
2743,646.0,2006,4261,4,FUNDOS,4,FUNDOS,FUNDO DE DESENVOLVIMENTO DE INDUSTRIAS ESTRATEGICAS
2744,648.0,2006,1271,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE CULTURA
2745,654.0,2006,2301,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS
2746,656.0,2006,1321,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE SAUDE
2747,663.0,2006,2361,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,INSTITUTO DE PREVIDENCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS
2748,668.0,2006,2391,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS
2749,687.0,2006,4431,4,FUNDOS,4,FUNDOS,FUNDO DE PREVIDENCIA DO ESTADO DE MINAS GERAIS
2750,694.0,2006,1471,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE DESENVOLVIMENTO REGIONAL E POLITICA URBANA
2751,1220.0,2010,4421,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE DEFESA DE DIREITOS DIFUSOS
2752,1223.0,2010,2421,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS
2753,1224.0,2010,4431,4,FUNDOS,4,FUNDOS,FUNDO DE PREVIDENCIA DO ESTADO DE MINAS GERAIS
2754,1229.0,2010,1481,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL
2755,1232.0,2010,1511,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,POLICIA CIVIL DO ESTADO DE MINAS GERAIS
2756,1235.0,2010,4441,4,FUNDOS,4,FUNDOS,FUNDO ESPECIAL DO MINISTERIO PUBLICO DO ESTADO DE MINAS GERAIS
2757,1245.0,2010,4501,4,FUNDOS,4,FUNDOS,FUNDO DE EQUALIZACAO DO ESTADO DE MINAS GERAIS
2758,844.0,2008,1011,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS
2759,848.0,2008,1031,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS
2760,851.0,2008,4041,4,FUNDOS,4,FUNDOS,FUNDO DE DESENVOLVIMENTO REGIONAL DO JAIBA
2761,853.0,2008,1051,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,TRIBUNAL DE JUSTICA MILITAR DO ESTADO DE MINAS GERAIS
2427,487.0,2005,2181,2,AUTARQUIAS E FUNDAC?ES,3,FUNDACOES,FUNDACAO CLOVIS SALGADO
2428,490.0,2005,1191,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE FAZENDA
2429,1553.0,2012,2461,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,AGENCIA DE DESENVOLVIMENTO DA REGIAO METROPOLITANA DO VALE DO ACO
2430,1554.0,2012,4561,4,FUNDOS,4,FUNDOS,FUNDO DE ERRADICACAO DA MISERIA
2431,1332.0,2011,2391,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS
2432,1339.0,2011,3041,5,EMPRESAS DEPENDENTES,5,EMPRESA EST. DEPENDENTES,EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO ESTADO DE MINAS GERAIS
2433,1340.0,2011,3051,5,EMPRESAS DEPENDENTES,5,EMPRESA EST. DEPENDENTES,EMPRESA DE PESQUISA AGROPECUARIA DE MINAS GERAIS
2434,1351.0,2011,4181,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE  DESENVOLVIMENTO DE COMUNIDADES
2435,1352.0,2011,4251,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE ASSISTENCIA SOCIAL
2436,221.0,2003,4271,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE APOIO A INDUSTRIA CINEMATOGRAFICA
2437,1262.0,2011,1021,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS
2438,1266.0,2011,1081,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,ADVOCACIA-GERAL DO ESTADO
2439,332.0,2004,4141,4,FUNDOS,4,FUNDOS,FUNDO PENITENCIARIO ESTADUAL
2440,1438.0,2012,1111,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS EM BRASILIA
2441,349.0,2004,2201,2,AUTARQUIAS E FUNDAC?ES,3,FUNDACOES,INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS - IEPHA
2442,351.0,2004,1211,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE JUSTICA E DE DIREITOS HUMANOS
2443,224.0,2003,1291,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE MINAS E ENERGIA
2444,227.0,2003,2301,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS
2788,1652.0,2013,2271,2,AUTARQUIAS E FUNDAC?ES,3,FUNDACOES,FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS
2789,1657.0,2013,2321,2,AUTARQUIAS E FUNDAC?ES,3,FUNDACOES,FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS
2790,1725.0,2014,1231,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,"SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO"
2791,1730.0,2014,1301,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO  DE TRANSPORTES  E OBRAS PUBLICAS
2792,1736.0,2014,1401,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
2793,1747.0,2014,4101,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE HABITACAO
2794,1766.0,2014,1661,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,INTENDENCIA
2795,1784.0,2014,2071,2,AUTARQUIAS E FUNDAC?ES,3,FUNDACOES,FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS
2796,1789.0,2014,2111,2,AUTARQUIAS E FUNDAC?ES,3,FUNDACOES,FUNDACAO RURAL MINEIRA
2797,1808.0,2014,2321,2,AUTARQUIAS E FUNDAC?ES,3,FUNDACOES,FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS
2798,1815.0,2014,2401,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,INSTITUTO DE GEOINFORMACAO  E TECNOLOGIA
2799,1826.0,2014,4121,4,FUNDOS,4,FUNDOS,FUNDO DE APOIO HABITACIONAL DA ASSEMBLEIA LEGISLATIVA DE MINAS GERAIS
2800,1827.0,2014,4571,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL PARA A CIDADANIA FISCAL MINEIRA
2801,1861.0,2015,1071,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS
2802,1871.0,2015,4571,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL PARA A CIDADANIA FISCAL MINEIRA
2803,1876.0,2015,1271,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE CULTURA
2804,1886.0,2015,1451,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE DEFESA SOCIAL
2805,1887.0,2015,4141,4,FUNDOS,4,FUNDOS,FUNDO PENITENCIARIO ESTADUAL
2806,1894.0,2015,1471,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,"SECRETARIA DE ESTADO DE DESENVOLVIMENTO REGIONAL, POLITICA URBANA E GESTAO METROPOLITANA"
2807,1900.0,2015,4251,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE ASSISTENCIA SOCIAL
2808,1909.0,2015,1521,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,CONTROLADORIA-GERAL DO ESTADO
2809,1914.0,2015,1591,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE DESENVOLVIMENTO E INTEGRACAO DO NORTE E NORDESTE DE MINAS GERAIS
2810,1915.0,2015,1601,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,ESCRITORIO DE PRIORIDADES ESTRATEGICAS
2811,1934.0,2015,2141,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,DEPARTAMENTO DE OBRAS PUBLICAS DO ESTADO DE MINAS GERAIS
2812,1951.0,2015,2351,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,UNIVERSIDADE DO ESTADO DE MINAS GERAIS
2813,1958.0,2015,2431,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,AGENCIA DE DESENVOLVIMENTO DA REGIAO METROPOLITANA DE BELO HORIZONTE
2814,1982.0,2015,4061,4,FUNDOS,4,FUNDOS,FUNDO PRO-FLORESTA
2815,1986.0,2015,4501,4,FUNDOS,4,FUNDOS,FUNDO DE EQUALIZACAO DO ESTADO DE MINAS GERAIS
2816,699.0,2006,4461,4,FUNDOS,4,FUNDOS,FUNDO FINANCEIRO DE PREVIDENCIA
2817,515.0,2005,4271,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE APOIO A INDUSTRIA CINEMATOGRAFICA
2818,579.0,2006,1011,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS
2819,599.0,2006,2081,2,AUTARQUIAS E FUNDAC?ES,3,FUNDACOES,FUNDACAO CENTRO TECNOLOGICO DE MINAS GERAIS
2820,1671.0,2013,2461,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,AGENCIA DE DESENVOLVIMENTO DA REGIAO METROPOLITANA DO VALE DO ACO
2821,1689.0,2013,4041,4,FUNDOS,4,FUNDOS,FUNDO DE DESENVOLVIMENTO REGIONAL DO JAIBA
2822,1705.0,2014,9999,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,EMG - ADMINISTRACAO DIRETA
2823,1707.0,2013,1661,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,INTENDENCIA
2824,1722.0,2014,1161,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,ESCRITORIO  DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS EM SAO PAULO
2825,1723.0,2014,1191,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE FAZENDA
2826,883.0,2008,4151,4,FUNDOS,4,FUNDOS,FUNDO DE ASSISTENCIA AO TURISMO
2827,892.0,2008,1191,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE FAZENDA
2828,899.0,2008,1231,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,"SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO"
2829,908.0,2008,2261,2,AUTARQUIAS E FUNDAC?ES,3,FUNDACOES,FUNDACAO EZEQUIEL DIAS
2830,925.0,2008,2361,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,INSTITUTO DE PREVIDENCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS
2831,629.0,2006,1191,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE FAZENDA
2832,1063.0,2009,2381,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DE MINAS GERAIS
2833,1065.0,2009,2391,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS
2834,1066.0,2009,2401,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,INSTITUTO DE GEOCIENCIAS APLICADAS
2835,1071.0,2009,1991,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,RESERVA DE CONTINGENCIA
2836,1072.0,2009,4391,4,FUNDOS,4,FUNDOS,"FUNDO ESTADUAL DE RECUPERACAO DO PATRIMONIO HISTORICO, ARTISTICO E ARQ"
2837,1083.0,2009,2421,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS
2838,11.0,2002,1011,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS
2839,12.0,2002,1021,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS
2840,15.0,2002,1051,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,TRIBUNAL DE JUSTICA MILITAR DO ESTADO DE MINAS GERAIS
2841,34.0,2002,4411,4,FUNDOS,4,FUNDOS,FUNDO ROTATIVO DE FOMENTO A AGRICULTURA FAMILIAR E DE VIABILIZACAO DE ASSENTAMENTOS AGRARIOS
2842,44.0,2002,4291,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE SAUDE
2843,46.0,2002,1341,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,COORDENADORIA DE APOIO E ASSISTENCIA A PESSOA DEFICIENTE
2844,58.0,2002,1913,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,TRANSFERENCIAS DO ESTADO A EMPRESAS SUBVENCIONADAS
2845,1302.0,2011,2011,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS
2847,1312.0,2011,2151,2,AUTARQUIAS E FUNDAC?ES,3,FUNDACOES,FUNDACAO HELENA ANTIPOFF
2848,1318.0,2011,2231,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,ADMINISTRACAO DE ESTADIOS DO ESTADO DE MINAS GERAIS
2849,1422.0,2012,1051,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,TRIBUNAL DE JUSTICA MILITAR DO ESTADO DE MINAS GERAIS
2850,1426.0,2012,4061,4,FUNDOS,4,FUNDOS,FUNDO PRO-FLORESTA
2851,829.0,2007,4441,4,FUNDOS,4,FUNDOS,FUNDO ESPECIAL DO MINISTERIO PUBLICO DO ESTADO DE MINAS GERAIS
2852,838.0,2007,4491,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE CULTURA
2853,736.0,2007,2101,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,INSTITUTO ESTADUAL DE FLORESTAS
2854,811.0,2007,4381,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES
2855,815.0,2007,9801,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,FOLHA DE PESSOAL CENTRALIZADA
2856,823.0,2007,1481,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL
2857,1534.0,2012,4511,4,FUNDOS,4,FUNDOS,FUNDO DE INCENTIVO AO DESENVOLVIMENTO
2928,1051.0,2009,2301,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS
2929,1054.0,2009,2321,2,AUTARQUIAS E FUNDAC?ES,3,FUNDACOES,FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS
2930,522.0,2005,1311,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE INDUSTRIA E COMERCIO
2931,523.0,2005,2311,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,UNIVERSIDADE ESTADUAL DE MONTES CLAROS
2932,525.0,2005,2321,2,AUTARQUIAS E FUNDAC?ES,3,FUNDACOES,FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS
2933,158.0,2003,1071,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS
2934,175.0,2003,1121,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DA CASA CIVIL DO ESTADO DE MINAS GERAIS
2935,937.0,2008,4391,4,FUNDOS,4,FUNDOS,"FUNDO ESTADUAL DE RECUPERACAO DO PATRIMONIO HISTORICO, ARTISTICO E ARQ"
2936,938.0,2008,1401,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
2937,951.0,2008,1451,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE DEFESA SOCIAL
2938,952.0,2008,1491,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE GOVERNO
